[PeltierCCS 1]
	Time [s]	Tcold	Thot	Aout	CoolTime	Tset	Power
Wed Apr 26 08:03:13 2017	 -39.99	  18.22	  43.45	        0	 -40.00	        0
Wed Apr 26 08:03:24 2017	 -40.00	  18.25	  43.42	        0	 -40.00	        0
Wed Apr 26 08:03:35 2017	 -40.00	  18.25	  43.38	        0	 -40.00	        0
Wed Apr 26 08:03:45 2017	 -40.00	  18.28	  43.37	        0	 -40.00	        0
Wed Apr 26 08:03:56 2017	 -39.98	  18.28	  43.58	        0	 -40.00	        0
Wed Apr 26 08:04:07 2017	 -39.98	  18.31	  43.65	        0	 -40.00	        0
Wed Apr 26 08:04:17 2017	 -39.99	  18.31	  43.63	        0	 -40.00	        0
Wed Apr 26 08:04:28 2017	 -39.98	  18.34	  43.74	        0	 -40.00	        0
Wed Apr 26 08:04:39 2017	 -39.98	  18.34	  43.78	        0	 -40.00	        0
Wed Apr 26 08:04:49 2017	 -39.98	  18.36	  43.82	        0	 -40.00	        0
